2022-09-04 15:02:57.7618 | ApiNotebook.Program.Main | INFO | init main2 

2022-09-04 15:04:17.3470 | ApiNotebook.Program.Main | ERROR | Stopped program because of exception 

2022-09-04 15:07:44.0610 | ApiNotebook.Program.Main | INFO | init main2 

2022-09-04 15:19:17.1992 | ApiNotebook.Program.Main | INFO | init main2 

2022-09-04 15:22:08.3822 | ApiNotebook.Program.Main | INFO | init main2 

2022-09-04 15:24:50.1076 | ApiNotebook.Program.Main | INFO | init main2 

2022-09-04 15:37:44.2624 | ApiNotebook.Program.Main | INFO | init main2 

2022-09-04 15:56:56.7634 | ApiNotebook.Controllers.UsersController.EditUser | INFO | 
Отредактирован пользователь с логином Karl4, редактор admin 

2022-09-04 16:00:37.8778 | ApiNotebook.Controllers.WorkersController.Put | INFO | Отредактирован сотрудник Tom9034 c id=5b1eb051-7217-4555-1b4b-08da7535fc7b, редактор admin 

2022-09-04 16:13:00.3339 | ApiNotebook.Controllers.WorkersController.Put | INFO | Отредактирован сотрудник Tom9034 c id=5b1eb051-7217-4555-1b4b-08da7535fc7b, редактор admin 

